Tweet,Target 1,Stance 1,seen?
"The basis for this problem is that law school is a big money maker for the universities. Unlike medical school or grad school in the sciences and engineering, there are no expensive labs to maintain. Just a big lecture hall and an instructor. That has led to a proliferation of law schools and a decline in the average ability of those accepted to law school. My solution: Make the schools refund all tuition if the graduate doesn't pass the bar exam. They will then be more selective and do a better job of teaching.",law school,NONE,1
"The best part of collet age voters is that they have nothing to steal, but feel that they deserve what the old people have worked to earn. Fortunately, we become more conservative as we get older and have contributed something real to the community, otherwise the our party would have run off the rails long ago.",vote,AGAINST,1
"The best service I've ever had in restaurants, taxis, hotels, and bars has been in Japan where offering a tip seems to almost be received as an insult. I think we should adopt the Japanese system and pay servers adequately without tips.",tip,FAVOR,1
"The better question is, though, how many people who have used marijuana DO NOT use other illegal drugs. I think the answer would surprise you. Correlation is not causation - the sooner you learn that, the sooner you can get to the real root of our opiate addition problem.",gateway drug,NONE,1
"The better question is, though, how many people who have used marijuana DO NOT use other illegal drugs. I think the answer would surprise you. Correlation is not causation - the sooner you learn that, the sooner you can get to the real root of our opiate addition problem.",marijuana,FAVOR,1
The borders must be closed. PEople should be stopped from going there and coming from there or pretending to. Refugee intake must be radically reduced. We are playing with fire people. Europe will fall apart if this flood of angry people continues. The right will rise up. Europeans are seeing their cities destroyed.,closing border,AGAINST,1
"The chief argument against slave reparations in the United States is that the descendants of Africans transported as slave to the present-day United States are much better off than the descendants of Africans whose ancestors were not enslaved and transported to the United States. Today, the average per-capital income in Sub-Sahara Africa is about $750 a year and the average life expectancy is about 50 years. Africans Americans are by far the world's most affluent large black population.",slave reparation,AGAINST,1
"The choice of whether to breastfeed is of little consequence to others. Not to vaccinate one's children places others at risk, particularly other children and health-compromised adults. The analogy used by the author doesn't hold up. I'm also willing to bet that in Norway the overwhelming majority of young children are inoculated.",vaccination,FAVOR,1
The choice to abstain from vaccination tends to be based upon concerns about the additives and preservatives placed in the shots. I do not understand why my cat can get an additive free vaccine and my child cannot. How about demanding a change in the pharma industry to make the actual shots safer? There are known human carcinogens like formaldehyde and neurotoxins such as aluminum in many vaccines. Vaccine injuries are very real and a risk some are just not willing to take.,vaccination,NONE,1
The claim that Facebook is a source or has a stranglehold in access to news is sheer nonsense. Reading primarily or exclusively in Facebook would be extremely naive and intellectually lazy. Using it as a portal and platform to exchange headlines and links that take you directly to the source is the efficient and smart way to do it.,news,NONE,1
"The claim that millions of Americans are being moved to part time jobs because of Obamacare is simply not true. the move to part time work spiked with the catastrophe of 2008 (back when Obamacare was still a conservative Republican plan) and has since remained at that plateau. The rest of the article is also regurgitated dishonest babble, but it gets so tiring having to refute these liars point by point.",obamacare,AGAINST,1
"The cognitive bias displayed by Mr. DuPont is disappointing in one who should know better. Focusing on the drug and not the context oversimplifies the issue. The drug war to 'actively discourage marijuana as well as other drugs' has caused much more harm than benefit. It has corrupted our police forces and brutalized our neighborhoods. Portugal decriminalized all drugs and their addiction rates have gone way down. The only 'gateway effect' of marijuana is because dealers are criminals with access to other criminal enterprises. Change the law and put unaccountable criminals out of business. To conflate childhood exposure with decriminalization is backward. As long as criminals are the dealers, the gateway to more dangerous drugs will remain more accessible for all age groups.",drug war,AGAINST,1
"The country is better off having two strong systems of higher education, publicly supported and private. Weakening one (under the unrealistic assumption that the monies fried up will be given to state institutions, and not the state Medicaid or roads program) is not a solution. The solution is what it has always been: wise and forward-thinking state legislators have generously funded public colleges.",higher education,AGAINST,1
The current arrangement for American diners is that by choosing to eat in a restaurant we agree to subsidize a portion of the restaurants cost for service. Diners do not get to select or supervise the server but we can compensate servers according to how we value the service we receive. This is not a universal system but how it could ever be significantly changed in the US is not immediately obvious.,restaurant,NONE,1
The current arrangement for American diners is that by choosing to eat in a restaurant we agree to subsidize a portion of the restaurants cost for service. Diners do not get to select or supervise the server but we can compensate servers according to how we value the service we receive. This is not a universal system but how it could ever be significantly changed in the US is not immediately obvious.,tip,NONE,1
The era when there were no public schools was not a good socio-economic time in the life of our nation. Anything which weakens public schools and their funding will result in the most vulnerable youth of America being left out of the chance to get an education.,public school,FAVOR,1
"The fact that marijuana is vastly less harmful than alcohol or tobacco is completely ignored. If this guy was serious about health, he would call for alcohol prohibition. Why is alcohol okay? Because it's the drug of choice for white men. So he wants to live in a country where less harmful options to alcohol are illegal and those laws are enforced by judges and prosecutors who drink martinis to celebrate. Love this guy.",marijuana,AGAINST,1
"The fact that the newspaper of record can host a debate on the proposed expansion of off-shore drilling, with all we know about climate change, with the history of the BP disaster, should be all the proof anyone needs that we have a sick, greed-driven group of people making and reporting on our energy and economic policies. Unless the people rise up and challenge this insanity, people like Rob Whittman will see to it that we leave our children with a very bleak future.",bp disaster,AGAINST,1
"The farm subsidies actually hurt the type of farm that has traditionally been the backbone of America. I refer to the small to medium size family farm. Smaller farms can detail their crops and rotations to better conserve soil and water. They support a traditional farmer life style. Small farms support small towns, local banks, grocery stores, schools, equipment dealers and a wide farmer's work ethic. Larger farms destroy all of this. If we support farms in order to help America, let's support small farms that actually help it.",farm subsidy,AGAINST,1
"The gestures made by Sweden and Britain's Parliament will stop the Palestinians from considering a compromise on boundaries. As long as Israel is blamed for the failure of negotiations, Palestinians will feel they have no reason to make any concessions to Israel, since the world says that Israel must give up territory and that Palestinians needn't do anything.",israel,AGAINST,1
"The gestures made by Sweden and Britain's Parliament will stop the Palestinians from considering a compromise on boundaries. As long as Israel is blamed for the failure of negotiations, Palestinians will feel they have no reason to make any concessions to Israel, since the world says that Israel must give up territory and that Palestinians needn't do anything.",palestine,NONE,1
"The historical importance and portent of both Cuba and Viet Nam is that a united nation with a will and solid determination can DEFY the ISA and survive for America to reconsider and start pulling back. The price paid by both is almost super human , the outcome justifies it.",cuba,FAVOR,1
The increase in heroin use has nothing to do with marijuana. It is irresponsible to even suggest that. The increase in use was caused by the prescription drug oxycodone. If took the dirty drug heroin and made it into a clean pill. The perfect storm for a young population already in love with pills. Oxycodone on the black market was going for 20 to 60 dollars depending on strength. This lead the cash strapped youth to seek out methods such as smoking it to make it go further. Eventually they figure out smoking oxycodone and smoking heroin are identical and heroin is a lot cheaper. From there they may go on to shooting it up assuming they survive the smoking stage. I guess the fact that the MDs and pharmaceutical industry is to blame might be hard for another doctor to accept so just blame marijuana it always worked in the past.,gateway drug,AGAINST,1
The increase in heroin use has nothing to do with marijuana. It is irresponsible to even suggest that. The increase in use was caused by the prescription drug oxycodone. If took the dirty drug heroin and made it into a clean pill. The perfect storm for a young population already in love with pills. Oxycodone on the black market was going for 20 to 60 dollars depending on strength. This lead the cash strapped youth to seek out methods such as smoking it to make it go further. Eventually they figure out smoking oxycodone and smoking heroin are identical and heroin is a lot cheaper. From there they may go on to shooting it up assuming they survive the smoking stage. I guess the fact that the MDs and pharmaceutical industry is to blame might be hard for another doctor to accept so just blame marijuana it always worked in the past.,marijuana,NONE,1
"The issue is not whether refugees are good people or not -- rather the concern should be that those fleeing war in Syria should not all be going to Europe. A greater effort needs to be made to keep them in the Middle East, in nations closer to their home, if not indeed in their own country. THe solution to turbulence in Syria, Iraq, Afghanistan, Sudan, or any other nation, is not that these nation's whole populations go to Europe. No nation should be borderless, allowing entry to anyone who walks in. No nation can accomodate an endless number of refugees or immigrants. Nations can and should have workable policies on immigration, capable of being followed and enforced. THis is an issue quite separate from that of terrorism, and one that has been a major political issue in the US for decades already.",refugee,AGAINST,1
"The issue is not whether refugees are good people or not -- rather the concern should be that those fleeing war in Syria should not all be going to Europe. A greater effort needs to be made to keep them in the Middle East, in nations closer to their home, if not indeed in their own country. THe solution to turbulence in Syria, Iraq, Afghanistan, Sudan, or any other nation, is not that these nation's whole populations go to Europe. No nation should be borderless, allowing entry to anyone who walks in. No nation can accomodate an endless number of refugees or immigrants. Nations can and should have workable policies on immigration, capable of being followed and enforced. THis is an issue quite separate from that of terrorism, and one that has been a major political issue in the US for decades already.",refugee europe,NONE,1
"The issue isn't whether or not Cuba has a good economic system and cronies in high political office, the issue is what is the most efficacious way to encourage reform in Cuba? Clearly your way isn't working, and it has been given 50 years. Remember the definition of insanity. Furthermore, 99% of the world, as you correctly point out, believe sanctions are a bad idea. Hmmm...",cuba,NONE,1
"The issue isn't whether or not Cuba has a good economic system and cronies in high political office, the issue is what is the most efficacious way to encourage reform in Cuba? Clearly your way isn't working, and it has been given 50 years. Remember the definition of insanity. Furthermore, 99% of the world, as you correctly point out, believe sanctions are a bad idea. Hmmm...",reform cuba,NONE,1
"The only answer to the overweight epidemic is continued efforts at education until people understand why they are obese and take steps to permanently adopt a healthier lifestyle. When I see obese people I want to ask them why they aren't taking responsibility for their own health and tell them how much their irresponsibility is costing all of us. When I see obese parents with obese children, I want to ask them, ""Don't you love your kids?"" When I see shopping carts full of giant bottles of soda and packaged food, I want to ask them if they need help with their food choices. But I realize that confrontation would be counterproductive. The desire for change has to come from within, and educating by continually sending the message is the only hope. Head Start programs, school lunches, soup kitchens, and many other public arenas are starting to make healthy improvements in some parts of the country. Talk shows, tabloids, news outlets must keep the message coming. And overweight people have got to start eating their vegetables, cutting out processed food, and exercising. It IS a simple concept.",overweight people,AGAINST,1
"The only concrete definition of royalty I can think of is rule by decree as opposed to rule by consent. Furthermore, it doesn't make any difference if one attains royalty through heredity, voter fraud or simply by buying an election. The result is the same in each case, i.e., the right to rule was gained without the consent of the governed. It must be Bhutan was very lucky because I can't think of any other royal ruler who went down in history as having consistently issued decrees that were in the best interests of those he (or she, in some rare cases) governed. Personally, I would never willingly give up my democratic right to get rid of leaders whose decrees failed this test. We're all human after all and thus everyone is certain to make mistakes eventually. The idea that someone with ultimate power would have the right to make mistakes with no fear that the consequences could result in their removal is, well, beyond reason.",royalty,AGAINST,1
"The only value that a program like TFA provides is to expose privileged, upper middle class young people to the realities of how the other side lives. Hopefully, these people can take this experience with them when they go on to their gilded careers in law, banking, and politics.",tfa,AGAINST,1
"The only way to attract Americans to work in the farms is to (1) pay the workers a decent wage; (2) make the job year-round, not just seasonal; (3) provide health insurance benefits; and (4) offer 401K opportunity. The prices of fruits and vegetable will go up. But as Professsor Philip Martin points out, the net cost to the consumers will be minimal. Society will benefit because more Americans will be taken off the unemployment roster and will be paying income tax.",farm,FAVOR,1
"The post election standoff was cemented in place by a US/Israeli sponsored coup prepared by Fatah's leader-in-prospect Dahlan. He so bungled that he left himself out of serious contention for leadership of Fatah. That was his power play to replace Abbas as the useful tool of Israel, and he both failed and exposed himself for the Quisling that he is. Still, the Palestinians never recovered from the coup attempt pushed by the US and Israel. The reaction to this unity attempt highlights the continuing use by them of the division of the Palestinians, the gift of the Quisling that keeps on giving.",israel,AGAINST,1
"The problem is the cost of non-vaccination is not borne by the dissenting parents, but by the sickened and possibly dead injured by the loss of herd immunity. If someone does not want their children to be vaccinated, that person should be required to post a bond to cover the potential damages. A bond should also be required by individuals claiming religious exemptions.",non vaccination,FAVOR,1
"The problems with universal pre-school are the unstated objectives of the program. First, most people are sympathetic when children have parents who can't or won't care for them, but the objective of the program is to get women in the workforce - out of the home. This applies even when they can stay home or want to stay home. Secondly, the responsibility of child care and education belongs to the government, with parents assisting only. I would hate to see a society where all of our decisions belong to the government and parents and families have only a secondary role. A sad future that far too many people blindly accept and embrace.",universal preschool,AGAINST,1
"The reason many Americas feel low-paid immigration takes jobs from our own citizens is the decline of moderate living-wage jobs. Now, citizens who would typically have worked in factories and other unskilled roles have no choice but to move downstream into food service and lawn care. Twenty years ago when we still had a healthy job market, Mexicans were blowing leaves off lawns, skimming pools, and bussing tables for sub-minimum wage pay. No one complained that they were stealing work from citizens.",immigration,NONE,1
"The rim is fine where it is, but dunking should not be allowed-- technically it is cheating. The ball is not supposed to be touched while in the cylinder as that is offensive goaltending. Remove the dunk exception for offensive goaltending from the rules and you will have a more challenging game, even if you lose some highlight reel plays. Of course I say this as an old guy who can no longer dunk.",dunk,AGAINST,1
"The solution is to tell illegals they are not welcome here at all. They are certainly not welcome here if they refuse to embrace the English language. They are the ones who must bear the costs of educating their kids in English, not us. A good start would be huge taxes on any money they think they should be able to send out of our nation. If these people want to be Americans, let them become Americans by demonstrating that English fluency is a priority and they will be the ones to pay for it not us.",english fluency,AGAINST,1
"The statement that this writer makes about ""... all the refugees he met showed love and compassion"" reminds me of the George Bush statement that ""he could see the soul of Putin by looking at his eyes."" This writer, well intentioned but so blinded by his own belief system, has to admit that even if 1% of the 1,000,000 'refugees' are radicals or dangerous than that is 1,000 people. Rather than bring in large numbers of refugees, the west should build modern camps in the middle east where these individuals can be protected from war, and when Syria is more stable then they can return home. In addition, why don't the wealthy Arab countries take in these refugees? Saudi Arabia, Dubai, Arab Emigrates. The vetting process is simply not effective, not accurate, and prone to error.",refugee,AGAINST,1
The stupidest thing to happen this year has to be America attacked by Islamist terrorists and the make-believe president screaming at Americans for fearing these same people AND for owning guns. Go pitch this to a Hollywood director for a film and he'd laugh you out of the office. Our country is in worse trouble than it has been in since the Civil War.,terrorism,AGAINST,1
The threat to kill college semi-pro sports serves the purpose of forcing the system to curb its excesses. Slashing coaches' salries to professorial levels and bringing student athletes back into the regular curriculum would be a good start. Big TV money should also be fed back into the university to support the school's academic programs rather than the other way around. The alumni can build those sports palaces that they demand and the universities could lease them the land on campus at a market rate. Alumni have more clout than the NRA but it isn't as well organized. The big games are a way these graduates can connect with the best years of their lives and that is why changes will be difficult.,college sport,AGAINST,1
"The unacknowledged advantage of privileging 'starchitects'' over the local talents is that the first come with a set of standards, a rigorous vocabulary and a name that prevail over the compromises usually inherent in a developer-driven culture (cost cuts, value-engineering, the client's 'taste', etc. - whatever could damage a project from the design phase to the actual built outcome). If one looks objectively, disregarding personal taste, whether it is a Gehry, a Nouvel or Isozaki building here in New York - they all stand out as impeccably executed architecture. Most of them relate to their context (see the formal empathy between the Beekman Tower and Woolworth Building, for instance), or creating a new one where such context is either weak or lacks character. It is a welcomed fad that reinstates the lost 'edge' New York once had, and subliminally educates both the developers' taste and the local crop of professional talents. Why should we be afraid of that?...",architecture,FAVOR,1
"The vast majority of heroin users have first used coffee, tobacco and alcohol so I guess these are gateway drugs too. Or maybe sugar is the first gateway drug? Too much nonsense is written about marijuana leading to addiction of the harder and more dangerous drugs like alcohol.",gateway drug,NONE,1
The vast majority of heroin users started with prescription drugs which were never meant to be used as maintenance drugs in the first place.. We're still having this dumb debate in 2016.. Statistical gerrymandering... and no one falls for it anymore,heroin,AGAINST,1
"The vast outpouring of criticism of Ms. Margulis is, honestly and sincerely, awesome to behold. I really can't put into words how happy it makes me to see people knocking down these illogical and dangerous beliefs. I had expected to see scores of comments supporting her but instead I see only a bare handful of people expressing tepid support. Maybe, just maybe, we are starting to put this anti-vax madness behind us.",vaccination,FAVOR,1
"The very idea that it might be considered wrong to look up information speaks volume about the arrogance of doctors or the elite in general. There was a time when the Church was against translating the Bible. (you can't have access to that, you're too much of an idiot!) The matter of the fact is that doctors now have to do their homework and be prepared to answer tough questions. Excellent!",doctor,AGAINST,1
"The whole issue of gateway drugs is a complex one. Yes, it is true that many heroin users started with marijuana but most marijuana users don't ever go on to heroin. It's also worth noting that most users of prescription opioids for nonmedical reasons don't end up using heroin although many heroin users used these drugs. And there is no evidence that any patients prescribed opioids for legitimate pain complaints go on to use heroin despite the many news stories suggesting that this is a common occurrence.",gateway drug,NONE,1
"The whole issue of gateway drugs is a complex one. Yes, it is true that many heroin users started with marijuana but most marijuana users don't ever go on to heroin. It's also worth noting that most users of prescription opioids for nonmedical reasons don't end up using heroin although many heroin users used these drugs. And there is no evidence that any patients prescribed opioids for legitimate pain complaints go on to use heroin despite the many news stories suggesting that this is a common occurrence.",marijuana,NONE,1
"Then why is it studies have found lower infant and maternal mortality rates in countries where over 30% of all births are home births? Why does the US rank lower than some third world countries when it comes to mortality rates? That is not junk science, it is a fact. Home birth is safer for those who are healthy.",home birth,NONE,1
"Then why is it studies have found lower infant and maternal mortality rates in countries where over 30% of all births are home births? Why does the US rank lower than some third world countries when it comes to mortality rates? That is not junk science, it is a fact. Home birth is safer for those who are healthy.",mortality rate,NONE,1
"There a debate about this? Of course charter schools are cherry picking. I live right in the middle of charter school and quasi-charter school heaven in Arizona, and cherry picking is exactly what's going on. If the parent's not engaged, the child doesn't get in in the first place. If the child's not engaged or disruptive, the child is O-U-T out, pronto.",charter school,AGAINST,1
There are a lot of reasons that revenue stays in the US regardless of the tax rate on capital gains. The stability of the government and protections from governmental nationalization are one large reason. The military strength of the country eliminates the thought of a takeover which would change potential ownership of ones own wealth. This is why the rich periodically call for amnesty (money not immigration) to bring their foreign wealth home to the US. That is because it is safer here. The rich's desire to return to feudalism where the poor carry the full burden of Government expense. Why is interest and dividend income less taxable than a workers paycheck? We fight many of our wars to protect the investments and projects of one or another rich group or company. It only makes sense that the rich contribute to the upkeep and maintenance of the country. I guess it really is hard to appreciate a five star meal when you know the poor are still eating something. It just isn't that satisfying.,capital gain tax,AGAINST,1
There are over a billion Muslims in the world. Exactly how many should be allowed to come to Europe and the US? And why is it the responsibility of such places to provide help from Muslims when they won't fight for their own homelands?,muslim,AGAINST,1
"There is a country-wide stigma against agricultural work. Part of that is due to hold overs from the slavery period. Part of that is due to a perception of minimum wage or less work. What we really need, and are seeing in some of these younger farmers, is a new class of people. People who are extremely intelligent, very hard working, who understand mesh networks, cellular and microbiology, organic chemistry, geology, hydrology, pest control, and synergistic relationships. And we need to get the word out that that's what this new age of farming is all about, and not using ignorant, illegal immigrants.",agriculture,NONE,1
"There is a similar system in the UK. All children aged 3 and upwards are entitled to 15 hours of preschool / nursery per week. This ensures that children are well-socialized and exposed to group environments before they start school, which is at the age of 4 / turning 5 in the UK. Another option for the US would be to just lower the school starting age. In my state, California, the cut-off date for children starting kindergarten is September 1st. As my son's birthday is in October, this means he will be almost 6 years old before he is in any kind of group learning or social environment (unless we decide to put him preschool of course). Why not lower the kindergarten age by a year instead of starting a preschool program? The sooner children learn to deal with a group environment and the joy of learning, the better.",preschool,FAVOR,1
"There is a trend towards vastly more violence in the world. A large majority of the victims are the chickens, cows, and pigs held captive by the meat, egg, and dairy industries. Their numbers are increasing greatly, and the violence against them is getting even more severe. Limiting the discussion to just a single species is nonsensical, as all sentient beings have a similar capacity for suffering. The world is on an atrocious path. Eat plants. Start now. Thanks.",violence,AGAINST,1
"There is also an another equity argument. Capital gains on asset held in retirement accounts are treated as regular income when taken out. Since middle income people will mostly have this form of capital gains they are being unfairly taxed since they do no receive preferential treatment, except for the deferral of those taxes until those gains are received.",capital gain,NONE,1
"There is another way that our population growth will be our undoing: There are not enough meaningful jobs on the planet for the number of people who are already on it. With our efficiencies in production, and the limits to natural resources, this problem will get worse over time. We do have a population problem, a serious one, but it is more than just numbers and how to feed them. We can make it so large numbers of people do not die, but that doesn't mean this planet can be manipulated so that those same large number of people can truly live.",population growth,AGAINST,1
"These are good points, but I have to say that this was my philosophy for five years and then I realized that my hands-off approach had not met the needs of my child who would have benefited from more organizational support and parental involvement. Some children do need a parent or adult there to contain the frustration and model working habits.",child,AGAINST,1
"These law schools will say and do almost anything to avoid having to reduce the number of law students, which is really the only solution to this whole mess. As an attorney who's taken and passed some of the hardest bar exams in the nation, I will tell you that bar exams are not that hard. If you can't pass them, then you don't deserve to practice. Law schools need to quit whining about the bar and take a long look in the mirror. Either find better students, take fewer of them, or tank your ranking. Either way, blaming the system is just excuse-making.",law school,AGAINST,1
They are certainly no problem to Democrats where they are viewed as new voters who will be sustained by welfare paid for by someone else. Once the Dems have this huge voting bloc there will be no viable conservative resistance. Of course they don't want the conservatives to go away completely otherwise who would they blame all their problems and failures on? Question: If illegals are such an asset why not open the border completely?,democrat,AGAINST,1
"This article is not only misleading but really a flat out lie. Most condominium owners in NYC are not foreign billionaires, but average families trying to make a living like everyone else. Further more, condo owners pay a much higher tax than home owner do on similarly priced homes. This is because in NYC houses are assessed an the basis of their market value. Condos are assessed on their market values as commercial (ie. rental properties), which allows the city to arbitrarily assign a much higher value to condos, and therefore a much higher tax. For instance, right now, one can find a $550K house in St. Albans with taxes of $4972. per year and a $529k condo in Battery park city with annual taxes of $9000. This is despite the fact, that most multi unit condos use less city services, less space and less energy than a similar number of houses. Even if condo owners and developers get a tax abatement during the initial years, these expire and they end up paying substantially higher taxes overall. The system is patently unfair to condo owners, and this article is simply dishonest!",condominium owner,AGAINST,1
"This article screams entitlement. After a year, you're an expert? Having been in the trenches of education reform for 25 years before becoming a classroom teacher a few years ago, I can tell you that your youthful arrogance is extremely naive. Whatever talk Washington is talking today will be different than the talk Washington will be talking in a few years. In the meantime, y'all keep flitting in and out of these children's worlds and patting yourselves on the back for making such a difference. I used to admire Teach for America back in the day when it was beginning. It is now populated by such an entitled group of self-serving neophytes who believe only they have THE true answer to the problems of public education that I have lost all respect. Oh, and dear - could you a) list each of the ""much easier ways to burnish a resume,"" and b) look the students and their families in the face when you speak of "",,,hard labor in some of the crummiest classrooms in America?"" I'm sure they'd appreciate the reference.",education reform,AGAINST,1
"This has been going on for some time now, and is one of the reasons I find Bernie Sanders promising free public college tuition so misleading. How is the federal government going force state governments, many of which are constantly on the verge of insolvency and outright bankruptcy in the some cases, to give free tuition to all students? They are rejecting in-state students just to get the higher tuition rate of out of state students to shore up budget gaps. The irony that higher out of state tuition was put in place to deter those potential students from taking too many spots away from residents.",bernie sander,AGAINST,1
"This is America, and we should not give in to political correctness to appease these fanatical Muslim thugs. If someone can burn the flag with impunity, show a crucifix dipped in urine, stage plays making fun on Catholics, deny the Holocaust, then he or she can burn a religious text. And the Muslims who seek to live in this country had better get used to it. Will the ACLU, that intrepid defender of left-wing and Muslim civil liberties, take up this case? I doubt it.",muslim,AGAINST,1
"This is an accurate analysis of the Iranian threat. I would only add that Iran is not in the game just for today or for tomorrow but has long- term goals and plans. This is of course the major weakness of the nuclear agreement recently signed with Iran, which guarantees Iran a free nuclear hand in a decade or so.",iranian threat,FAVOR,1
"This is nuts, and yet another reason why home-schooling should be outlawed. While the 1% of homeschooled kids who turn into raging sucess stories is always trotted out, the end result is largely unsocialized ignoramuses. It's the mental equivalent of allowing kids to opt out of vaccinations--bad for them and even worse for society at large.",homeschool,AGAINST,1
"This is one of the most intelligent articles I have read on Syria. Hoffman is right -- this is a civil war, and only the Syrians can resolve it. We need to stay out of this - it is not our concern.",syria,NONE,1
"This is ridiculous - if parents who home school their children get a tax break or tax credit, then the people without children in the school system should be afforded the same tax break....I have NO children in school, but my taxes go to support the public school system....so if home school parents get a tax break, be prepared to also offer tax credits and tax breaks to citizens who do not have children!",tax break,AGAINST,1
"This is similar to the question could the south have abolished slaver before the civil war and still be able to grow and harvest cotton at a competitive price. The idea that you have to have a captive labor force, poor working conditions and starvation wages is born out of greed not need. Big business drives illegal immigration and the transfer of American jobs to China. An increase in the regulation of farming hiring practices, especially corporate farming and a high enough foreign profits tax to make bringing jobs home worthwhile would surely improve the employment numbers.",illegal immigration,NONE,1
"This is so incredibly presumptuous and racist. Ms. Lee actually thinks she represents and can speak for all Asians. There are many Asians who do not go to Chinese schools or Korean schools after school, and whose parents are at best middle class. I see plenty of Korean store owners who do not seem like people who went to college. And what about whites? AA affects middle class whites every bit as much as Asians, if not more. What a ridiculous presumptuous argument.",asian,AGAINST,1
"This is where I really like Israel. B/c they act on intel. with airstrikes, maybe they tell us, but it always hits the news. They've gone into Syria multiple times bombed a moving target and came back home. They ACT. Why us, why now, why not the EU or NATO, or the Arab League??? No, Assad is done. He's vicious and deplorable. Appeal to the UN to give Israel the territory they already control, the Golan Heights. Appeal to the UN and possibly act with others, see above, to formally give the Kurds the State they already have control over; something the Europeans forgot about in the early 20th Century. Aid the Israelis and the Kurds, not Assad.",israel,FAVOR,1
"This man needs mental help. De-clawing a cat is NOT clipping her nails, it is cutting off part of the paw. It is painful, inhumane, and VERY often leads to biting and not using a litter box. Think about cutting off all your fingers at the first knuckle. That is de-clawing. It needs to be BANNED everywhere.",declaring cat,AGAINST,1
"This nation was born largely because of a rebellion against taxation without representation. So: if an entire class of citizens is going to be disenfranchised, then it seems to me that they should also be exempted from paying taxes. Fair's fair.",taxation,NONE,1
"This proposal has it backwards. Law is a professional degree. As in the case of licenced professional engineers, accredition needs to be be separated from education, or the educators, If the proposal of Mr. Allard woulb be adopted, Universities, in search of more students (law schools are highly profitable) would inevitably water down the standards.",law school,AGAINST,1
"This situation has existed for decades. The Illegal immigrants have provided needed labor in many areas of our country. They for the most part are industrious, hardworking, friendly and religious people. Stopping the flow of illegal immigrants could have happened decades ago by making it a crime punishable by fine or jail for anyone to hire an undocumented, illegal immigrant. For decades despite all of the talk, our government has given a nod and a wink for them to come here. They have raised their families here and have been a net positive to our society. WHAT SHOULLD BE ILLEGAL IS OUR GOVERNMENT USING AND ABUSING THESE PEOPLE, THEN BEATING THEM OVER THE HEAD SAYING THEY SHOULD BE DEPORTED ENMASS. Shame on the Republican party. Where is their conscious? What are their religious beliefS???????",illegal immigrant,AGAINST,1
"Those working in restaurants earning $10.10 per hour - without tips - ""would have a secure base wage to feed their families."" Really?? Based on even a 50-hour work week, you're talking a bit over $26,000 per year before taxes are taken out, eventually leaving the employee with around $21,000 per year. In what universe does this serve as ""a secure base wage"" for one person living on his/her own, much less a family of three or four?",restaurant,AGAINST,1
Tips are a not-so-hidden cost of dining out. They are a slap to the customer after the bill has been presented. They are an insult to both the customer and to the server. Frankly I do not like the feeling that I am obliged to supplement the wages paid to the server so that he or she can have a decent living. That cost should be part of the cost of the meal. Wait staff are properly the employees of the restauranteur - and his responsibility.,tip,AGAINST,1
"Tips help the resturant owner more than the employee. They don't need to pay SS/Fica taxes on tips, esp if the waitstaff don't report. I still contend that giving someone a tip when I'm done eating does not guarantee me good service. Many simply expect the tip. Some get bent if what you give isn't what they expected even if the tip reflected the service they provided. Business should pay a fair wage, disallow tips and charge accordingly. Then, if they get complaints about shoddy service, deal with the employee accordingly.",tip,AGAINST,1
"To reward Bibi Netanyahu for his aggressive and hostile actions by such a move would be criminal. It would make the removal of the embassy back to Tel Aviv by Trump's successor send a message we wouldn't want to send, but would find unavoidable if peace were to be achieved.",bibi netanyahu,AGAINST,1
"Too big to fail is just one of the problems in the big banks: there are others, perhaps more troubling, such as ""too big to be prosecuted for their crimes"", ""too wealthy to be told what to do"", ""too quick to find a loophole to get around any new regulation"", ""too much political and lobbying power for a corrupt industry to have"", ""too contemptuous of the law and too interested in their own profit to have scruples about perpetrating massive fraud"", ""too full of anti-audit strategies to be found out by the auditors until years after the fraud was perpetrated"", ""too addicted to trading invisible and non-existent money and too contemptuous of actual cash"", ""too clever for their money laundering schemes to be found out.""",big bank,AGAINST,1
"Totally agree with this view, but I have not heard any comments pertaining the posture of Big Farming and their supporters. Regardless I will gladly pay the higher price of vegetables if I new it helps a family owned business.",family owned business,FAVOR,1
"Two of the main reasons people switch to cannabis from pharmaceuticals and other drugs such as alcohol: less side-effects and less withdrawal: ""Over 41% state that they use cannabis as a substitute for alcohol, 36.1% use cannabis as a substitute for illicit substances, and 67.8% use cannabis as a substitute for prescription drugs. The three main reasons cited for cannabis-related substitution are 'less withdrawal' (67.7%), 'fewer side-effects' (60.4%), and 'better symptom management' suggesting that many patients may have already identified cannabis as an effective and potentially safer adjunct or alternative to their prescription drug regimen."" [Lucas et al. Cannabis as a substitute for alcohol and other drugs: A dispensary-based survey of substitution effect in Canadian medical cannabis patients. Addiction Research & Theory. 2013]",medical marijuana,NONE,1
